,Unnamed: 0,Location_Code,Latitude,Longitude,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_Per,Collaborative_Teachers_Per,Supportive_Environment_Per,Strong_Family_Community_Ties_Per,Total_Proficiency_Average,SA_Rating_Exceeding_Target,SA_Rating_Meeting_Target,SA_Rating_Not_Meeting_Target,Community_School_Yes,Grades
673,673,21K095,40.595711,-73.975173,0.695,0.14,0.29,0.09,0.39,0.48,0.22,0.94,0.19,0.97,0.95,0.97,0.82,2.855,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
674,674,21K096,40.608043,-73.984972,0.73,0.29,0.33,0.11,0.28,0.38,0.27,0.93,0.21,0.9,0.93,0.85,0.74,2.515,1,0,0,1,"06,07,08"
675,675,21K097,40.601211,-73.98564,0.5710000000000001,0.26,0.5,0.01,0.2,0.21,0.29,0.96,0.1,0.89,0.9,0.96,0.81,2.995,1,0,0,0,"PK,0K,01,02,03,04,05"
676,676,21K098,40.583765,-73.95401600000002,0.445,0.01,0.27,0.03,0.1,0.13,0.59,0.96,0.08,0.94,0.96,0.89,0.7,3.635,1,0,0,0,"06,07,08"
677,677,21K099,40.621491999999996,-73.96600600000002,0.695,0.31,0.41,0.08,0.18,0.26,0.32,0.92,0.28,0.99,1.0,0.96,0.8,2.74,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
678,678,21K100,40.577556,-73.970791,0.40700000000000003,0.13,0.04,0.04,0.06,0.1,0.85,0.94,0.14,0.96,0.96,0.96,0.8,3.125,0,1,0,0,"PK,0K,01,02,03,04,05"
679,679,21K101,40.597535,-73.991912,0.615,0.18,0.53,0.01,0.19,0.2,0.27,0.96,0.08,0.93,0.96,0.97,0.82,3.06,1,0,0,0,"PK,0K,01,02,03,04,05"
680,680,21K121,40.622876,-73.978774,0.682,0.18,0.18,0.03,0.42,0.45,0.35,0.95,0.14,0.93,0.94,0.87,0.83,2.8150000000000004,1,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
681,681,21K128,40.604994,-73.995134,0.679,0.41,0.3,0.01,0.18,0.19,0.51,0.96,0.1,0.89,0.9,0.94,0.78,2.625,0,1,0,0,"PK,0K,01,02,03,04,05"
682,682,21K153,40.601174,-73.960031,0.687,0.24,0.26,0.02,0.33,0.36,0.34,0.95,0.15,0.94,0.91,0.97,0.81,2.725,0,0,0,0,"PK,0K,01,02,03,04,05"
683,683,21K177,40.608431,-73.974412,0.723,0.32,0.25,0.01,0.33,0.34,0.39,0.95,0.18,0.92,0.89,0.95,0.8,2.69,0,0,0,0,"PK,0K,01,02,03,04,05"
684,684,21K188,40.576776,-74.000539,0.885,0.05,0.04,0.51,0.35,0.86,0.09,0.9,0.4,0.87,0.82,0.89,0.82,2.365,1,0,0,0,"PK,0K,01,02,03,04,05"
685,685,21K199,40.616566999999996,-73.963134,0.703,0.29,0.21,0.04,0.27,0.31,0.48,0.94,0.15,0.95,0.94,0.98,0.86,2.94,0,1,0,0,"PK,0K,01,02,03,04,05"
686,686,21K209,40.58677,-73.961478,0.599,0.16,0.3,0.04,0.23,0.27,0.42,0.94,0.18,0.93,0.94,0.91,0.81,2.73,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
687,687,21K212,40.587495000000004,-73.98561099999998,0.762,0.19,0.34,0.15,0.33,0.48,0.18,0.93,0.28,0.91,0.89,0.96,0.79,2.665,0,1,0,0,"PK,0K,01,02,03,04,05"
688,688,21K215,40.602465,-73.970072,0.515,0.15,0.23,0.03,0.26,0.29,0.47,0.94,0.19,0.98,0.96,0.97,0.8,3.115,0,1,0,0,"PK,0K,01,02,03,04,05"
689,689,21K216,40.590181,-73.969661,0.521,0.15,0.24,0.05,0.18,0.23,0.52,0.95,0.14,0.88,0.92,0.93,0.84,2.765,0,0,0,0,"PK,0K,01,02,03,04,05"
690,690,21K225,40.579809999999995,-73.95600999999998,0.684,0.41,0.17,0.03,0.37,0.4,0.42,0.93,0.24,0.92,0.89,0.87,0.76,2.575,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
691,691,21K226,40.615326,-73.97694399999997,0.6920000000000001,0.21,0.28,0.02,0.31,0.33,0.38,0.95,0.11,0.95,0.93,0.92,0.82,2.805,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
692,692,21K228,40.600815999999995,-73.976838,0.636,0.11,0.29,0.08,0.26,0.34,0.36,0.95,0.16,0.92,0.94,0.88,0.74,2.71,0,1,0,0,"06,07,08"
693,693,21K238,40.608787,-73.964587,0.8,0.27,0.17,0.04,0.56,0.61,0.22,0.94,0.18,0.88,0.91,0.89,0.82,2.455,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
694,694,21K239,40.57866,-73.992391,0.311,0.01,0.28,0.07,0.05,0.12,0.54,0.96,0.07,0.88,0.89,0.87,0.73,3.62,0,1,0,0,"06,07,08"
695,695,21K253,40.580084,-73.961946,0.8,0.23,0.38,0.0,0.41,0.41,0.2,0.95,0.14,0.99,0.98,0.97,0.84,2.765,0,1,0,0,"PK,0K,01,02,03,04,05"
696,696,21K281,40.594445,-73.99381899999999,0.631,0.16,0.38,0.07,0.22,0.29,0.31,0.94,0.19,0.81,0.78,0.81,0.69,2.845,1,0,0,0,"06,07,08"
697,697,21K288,40.57427,-73.99247700000002,0.912,0.07,0.02,0.53,0.36,0.9,0.07,0.89,0.46,0.83,0.86,0.8,0.81,2.1950000000000003,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
698,698,21K303,40.582409999999996,-73.972436,0.703,0.11,0.21,0.12,0.34,0.46,0.33,0.93,0.23,0.87,0.83,0.88,0.74,2.6900000000000004,0,1,0,0,"06,07,08"
699,699,21K329,40.574839000000004,-73.995807,0.885,0.03,0.06,0.59,0.27,0.86,0.07,0.92,0.3,0.83,0.79,0.77,0.81,2.335,0,1,0,0,"PK,0K,01,02,03,04,05"
700,700,21K468,40.593624,-73.986144,0.564,0.01,0.08,0.24,0.27,0.51,0.4,0.93,0.21,0.94,0.98,0.77,0.72,2.63,0,1,0,0,"06,07,08,09,10,11,12"
701,701,21K690,40.604847,-73.99474599999998,0.608,0.13,0.18,0.03,0.29,0.33,0.49,0.95,0.16,0.85,0.75,0.82,0.67,2.72,1,0,0,0,"06,07,08,09,10,11,12"
702,702,22K014,40.593515999999994,-73.938193,0.708,0.18,0.11,0.48,0.17,0.64,0.24,0.92,0.29,0.86,0.91,0.8,0.71,2.365,0,1,0,0,"06,07,08"
703,703,22K052,40.587404,-73.940251,0.57,0.17,0.16,0.14,0.15,0.29,0.53,0.94,0.2,0.87,0.82,0.92,0.82,2.855,0,1,0,0,"PK,0K,01,02,03,04,05"
704,704,22K078,40.620767,-73.912988,0.546,0.05,0.05,0.73,0.1,0.83,0.11,0.93,0.22,0.82,0.81,0.77,0.74,2.29,0,0,0,0,"06,07,08"
705,705,22K109,40.636004,-73.933149,0.738,0.06,0.02,0.8,0.15,0.95,0.03,0.93,0.23,0.85,0.84,0.82,0.83,2.26,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
706,706,22K119,40.626034999999995,-73.938787,0.667,0.06,0.14,0.7,0.13,0.83,0.01,0.96,0.1,0.98,0.96,0.95,0.86,2.465,0,1,0,0,"0K,01,02,03,04,05"
707,707,22K134,40.63228400000001,-73.973274,0.795,0.23,0.41,0.09,0.13,0.22,0.36,0.96,0.1,0.94,0.96,0.97,0.84,3.0250000000000004,1,0,0,0,"PK,0K,01,02,03,04,05"
708,708,22K139,40.641321999999995,-73.965829,0.667,0.17,0.17,0.31,0.39,0.7,0.09,0.95,0.16,0.79,0.77,0.82,0.83,2.53,0,0,0,0,"PK,0K,01,02,03,04,05"
709,709,22K152,40.63270900000001,-73.95456999999998,0.753,0.13,0.05,0.64,0.26,0.9,0.03,0.94,0.22,0.89,0.87,0.88,0.85,2.35,0,0,0,0,"PK,0K,01,02,03,04,05"
710,710,22K193,40.621852000000004,-73.950283,0.556,0.17,0.17,0.47,0.14,0.61,0.18,0.95,0.15,0.85,0.81,0.89,0.83,2.745,0,1,0,0,"PK,0K,01,02,03,04,05"
711,711,22K194,40.597404,-73.934085,0.8420000000000001,0.08,0.12,0.49,0.23,0.73,0.14,0.91,0.36,0.95,0.95,0.9,0.85,2.39,0,1,0,0,"PK,0K,01,02,03,04,05"
712,712,22K195,40.580244,-73.94359200000002,0.262,0.11,0.03,0.03,0.02,0.05,0.92,0.94,0.14,0.94,0.94,0.95,0.87,3.25,0,1,0,0,"PK,0K,01,02,03,04,05"
713,713,22K197,40.612571,-73.951555,0.635,0.24,0.09,0.12,0.17,0.29,0.59,0.94,0.17,0.95,0.93,0.96,0.83,2.79,0,1,0,0,"PK,0K,01,02,03,04,05"
714,714,22K198,40.636965999999994,-73.937009,0.6659999999999999,0.04,0.03,0.87,0.07,0.94,0.01,0.93,0.24,0.94,0.93,0.91,0.9,2.455,0,1,0,0,"PK,0K,01,02,03,04,05"
715,715,22K203,40.621911,-73.925723,0.585,0.04,0.05,0.79,0.09,0.89,0.03,0.95,0.17,0.9,0.89,0.87,0.86,2.52,0,1,0,0,"PK,0K,01,02,03,04,05"
716,716,22K206,40.597134999999994,-73.948515,0.4970000000000001,0.19,0.46,0.02,0.11,0.13,0.39,0.96,0.09,0.92,0.91,0.87,0.79,3.12,1,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
717,717,22K207,40.613779,-73.930304,0.315,0.03,0.1,0.35,0.15,0.49,0.39,0.96,0.07,0.93,0.91,0.89,0.84,2.95,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
718,718,22K217,40.633626,-73.966273,0.711,0.22,0.49,0.11,0.19,0.3,0.19,0.94,0.15,0.92,0.86,0.92,0.83,2.805,0,1,0,0,"PK,0K,01,02,03,04,05"
719,719,22K222,40.613814,-73.938999,0.39299999999999996,0.04,0.19,0.15,0.19,0.34,0.45,0.95,0.11,0.98,0.94,0.98,0.88,3.175,1,0,0,0,"PK,0K,01,02,03,04,05"
720,720,22K234,40.604437,-73.95517099999998,0.46299999999999997,0.09,0.25,0.17,0.11,0.28,0.45,0.96,0.1,0.88,0.89,0.85,0.73,3.205,0,1,0,0,"06,07,08"
721,721,22K236,40.615756,-73.912375,0.305,0.05,0.1,0.23,0.12,0.35,0.51,0.95,0.1,0.94,0.95,0.96,0.86,3.25,0,1,0,0,"PK,0K,01,02,03,04,05"
722,722,22K240,40.623798,-73.94682399999998,0.61,0.08,0.18,0.63,0.12,0.74,0.07,0.95,0.15,0.88,0.87,0.8,0.77,2.495,0,1,0,0,"06,07,08"
723,723,22K245,40.644838,-73.962837,0.705,0.16,0.03,0.51,0.43,0.93,0.02,0.95,0.13,0.94,0.97,0.95,0.9,2.84,1,0,0,0,"PK,0K,01,02,03,04,05"
724,724,22K251,40.631331,-73.92384,0.6459999999999999,0.06,0.04,0.77,0.13,0.9,0.05,0.93,0.24,0.84,0.77,0.87,0.83,2.31,0,0,0,0,"PK,0K,01,02,03,04,05"
725,725,22K254,40.590901,-73.95149,0.474,0.15,0.33,0.01,0.09,0.11,0.56,0.95,0.12,0.93,0.9,0.96,0.81,3.225,1,0,0,0,"PK,0K,01,02,03,04,05"
726,726,22K255,40.604467,-73.95600400000002,0.623,0.19,0.23,0.03,0.11,0.14,0.62,0.96,0.09,0.9,0.92,0.96,0.83,2.985,0,1,0,0,"PK,0K,01,02,03,04,05"
727,727,22K269,40.637617,-73.947663,0.741,0.18,0.02,0.84,0.11,0.95,0.02,0.94,0.18,0.94,0.73,0.82,0.8,2.075,0,0,0,0,"03,04,05"
728,728,22K277,40.595878000000006,-73.927963,0.28600000000000003,0.06,0.09,0.03,0.11,0.14,0.76,0.95,0.09,0.99,0.97,0.97,0.87,3.045,0,1,0,0,"PK,0K,01,02,03,04,05"
729,729,22K278,40.60667,-73.938716,0.494,0.03,0.09,0.47,0.16,0.63,0.27,0.94,0.17,0.91,0.91,0.8,0.94,2.73,0,1,0,0,"06,07,08"
730,730,22K312,40.622032,-73.90907299999998,0.345,0.04,0.04,0.39,0.11,0.51,0.44,0.95,0.13,0.94,0.93,0.96,0.86,2.95,0,1,0,0,"PK,0K,01,02,03,04,05"
731,731,22K315,40.632619,-73.954263,0.7509999999999999,0.13,0.09,0.62,0.25,0.87,0.03,0.94,0.2,0.88,0.84,0.86,0.81,2.415,0,1,0,0,"PK,0K,01,02,03,04,05"
732,732,22K381,40.612571,-73.951555,0.616,0.12,0.06,0.61,0.18,0.79,0.14,0.95,0.13,0.82,0.92,0.8,0.77,2.425,0,0,0,0,"06,07,08"
733,733,23K041,40.660182,-73.906873,0.9,0.06,0.01,0.63,0.32,0.95,0.01,0.89,0.42,0.87,0.88,0.79,0.77,2.135,0,0,0,0,"0K,01,02,03,04,05,06,07,08"
734,734,23K137,40.682247,-73.916696,0.807,0.03,0.0,0.74,0.2,0.94,0.01,0.88,0.43,0.93,0.9,0.85,0.87,2.325,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
735,735,23K150,40.668634999999995,-73.905086,0.948,0.1,0.02,0.59,0.32,0.91,0.03,0.92,0.3,0.0,0.87,0.9,0.82,1.995,0,0,0,0,"0K,01,02,03,04,05,SE"
736,736,23K155,40.677642,-73.908695,0.877,0.13,0.02,0.5,0.46,0.96,0.01,0.88,0.43,0.91,0.96,0.86,0.86,2.145,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
737,737,23K156,40.665296999999995,-73.917884,0.857,0.03,0.01,0.78,0.19,0.97,0.01,0.9,0.4,0.93,0.93,0.9,0.84,2.24,0,0,0,1,"PK,0K,01,02,03,04,05"
738,738,23K165,40.657196,-73.910944,0.815,0.04,0.0,0.83,0.14,0.97,0.02,0.86,0.5,0.91,0.89,0.87,0.83,2.065,0,0,0,1,"PK,0K,01,02,03,04,05,06,07,08"
739,739,23K178,40.675234,-73.915306,0.884,0.07,0.01,0.79,0.16,0.95,0.02,0.89,0.46,0.94,0.95,0.88,0.9,2.285,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
740,740,23K184,40.660228000000004,-73.90494699999998,0.904,0.04,0.01,0.71,0.27,0.98,0.0,0.88,0.48,0.83,0.8,0.8,0.87,2.19,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08,SE"
741,741,23K284,40.66693400000001,-73.90760999999998,0.9059999999999999,0.09,0.0,0.69,0.3,0.99,0.01,0.89,0.4,0.9,0.87,0.86,0.9,2.085,0,0,0,1,"PK,0K,01,02,03,04,05,06,07,08"
742,742,23K298,40.671012,-73.90774,0.9329999999999999,0.08,0.01,0.66,0.28,0.94,0.01,0.89,0.42,0.97,0.94,0.88,0.85,1.97,0,0,1,1,"0K,01,02,03,04,05"
743,743,23K323,40.666247,-73.91127,0.86,0.03,0.01,0.78,0.2,0.98,0.0,0.9,0.38,0.96,0.95,0.88,0.86,2.285,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
744,744,23K327,40.66798,-73.912085,0.851,0.09,0.02,0.71,0.25,0.96,0.02,0.88,0.47,0.9,0.82,0.77,0.73,2.075,0,0,0,0,"PK,0K,01,02,03,04,05,06,07,08"
745,745,23K363,40.671012,-73.90774,0.925,0.14,0.0,0.63,0.33,0.96,0.02,0.87,0.42,0.79,0.8,0.85,0.8,2.025,0,0,0,0,"06,07,08"
746,746,23K392,40.665296999999995,-73.917884,0.589,0.0,0.05,0.77,0.15,0.91,0.01,0.96,0.12,0.97,0.98,0.85,0.76,2.995,0,1,0,0,"05,06,07,08"
747,747,23K401,40.672333,-73.906225,0.9440000000000001,0.03,0.0,0.69,0.29,0.97,0.01,0.88,0.52,0.92,0.82,0.91,0.86,2.16,0,1,0,0,"PK,0K,01,02,03,04,05"
748,748,23K446,40.65997,-73.913616,0.841,0.02,0.02,0.81,0.14,0.95,0.01,0.92,0.34,0.92,0.93,0.88,0.84,2.55,0,1,0,0,"PK,0K,01,02,03,04,05"
749,749,23K518,40.655763,-73.906685,0.6970000000000001,0.01,0.01,0.9,0.08,0.97,0.01,0.94,0.16,0.94,0.83,0.85,0.77,2.415,0,1,0,0,"06,07,08"
750,750,23K522,40.678113,-73.915211,0.7709999999999999,0.02,0.02,0.87,0.12,0.98,0.0,0.89,0.44,0.98,0.99,0.87,0.87,2.19,0,0,0,0,"06,07,08"
751,751,23K644,40.678113,-73.915211,0.685,0.01,0.01,0.9,0.08,0.97,0.01,0.92,0.23,0.87,0.87,0.85,0.82,2.285,0,0,0,0,"06,07,08,09,10,11,12"
752,752,23K664,40.680262,-73.91115,0.8370000000000001,0.06,0.01,0.78,0.19,0.97,0.02,0.92,0.31,0.95,0.98,0.91,0.86,2.025,0,0,0,0,"06,07,08"
753,753,23K668,40.65997,-73.913616,0.804,0.06,0.01,0.87,0.11,0.98,0.0,0.92,0.27,0.97,0.91,0.92,0.85,2.215,0,1,0,0,"06,07,08"
754,754,23K671,40.666247,-73.91127,0.8,0.01,0.0,0.81,0.16,0.98,0.01,0.92,0.31,0.96,0.99,0.92,0.86,2.305,0,1,0,0,"06,07,08"
755,755,23K697,40.66553,-73.912061,0.7120000000000001,0.02,0.01,0.8,0.17,0.97,0.01,0.9,0.33,0.84,0.82,0.76,0.73,2.415,0,1,0,0,"06,07,08,09,10,11,12"
756,756,24Q005,40.737757,-73.887429,0.643,0.16,0.44,0.02,0.52,0.54,0.02,0.96,0.1,0.82,0.82,0.83,0.68,2.915,1,0,0,0,"06,07,08"
757,757,24Q012,40.742305,-73.89349,0.608,0.28,0.56,0.0,0.39,0.4,0.03,0.97,0.07,0.92,0.93,0.96,0.82,3.035,0,1,0,0,"0K,01,02,03,04,05"
758,758,24Q013,40.73728,-73.867964,0.6729999999999999,0.31,0.31,0.1,0.56,0.66,0.02,0.96,0.1,0.91,0.91,0.96,0.77,2.76,0,1,0,0,"0K,01,02,03,04,05"
759,759,24Q014,40.740916999999996,-73.854302,0.753,0.27,0.08,0.03,0.86,0.9,0.02,0.95,0.12,0.93,0.91,0.91,0.78,2.42,0,0,0,0,"0K,01,02,03,04,05"
760,760,24Q016,40.749035,-73.86124699999998,0.768,0.42,0.08,0.0,0.9,0.91,0.01,0.96,0.09,0.92,0.91,0.94,0.86,2.63,0,1,0,0,0K
761,761,24Q019,40.749371000000004,-73.86745,0.823,0.58,0.07,0.01,0.92,0.92,0.0,0.96,0.09,0.8,0.86,0.92,0.81,2.58,1,0,0,0,"0K,01,02,03,04,05"
762,762,24Q049,40.719516999999996,-73.875034,0.348,0.07,0.16,0.0,0.25,0.26,0.57,0.96,0.09,0.92,0.93,0.88,0.81,3.03,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
763,763,24Q058,40.72851,-73.890603,0.45299999999999996,0.14,0.38,0.02,0.38,0.4,0.21,0.95,0.13,0.86,0.72,0.91,0.79,2.98,1,0,0,0,"PK,0K,01,02,03,04,05,06"
764,764,24Q061,40.742087,-73.862808,0.748,0.28,0.06,0.03,0.89,0.92,0.01,0.95,0.14,0.85,0.85,0.87,0.74,2.4000000000000004,0,1,0,0,"06,07,08"
765,765,24Q068,40.696839000000004,-73.897308,0.6970000000000001,0.2,0.04,0.03,0.83,0.86,0.09,0.94,0.2,0.86,0.84,0.91,0.78,2.51,0,1,0,0,"PK,0K,01,02,03,04,05"
766,766,24Q071,40.7114,-73.904763,0.6579999999999999,0.15,0.03,0.01,0.58,0.59,0.37,0.93,0.22,0.93,0.91,0.95,0.84,2.75,0,1,0,0,"0K,01,02,03,04,05"
767,767,24Q073,40.728596,-73.89329599999998,0.573,0.15,0.27,0.01,0.59,0.6,0.13,0.95,0.12,0.85,0.86,0.79,0.71,2.8200000000000003,1,0,0,0,"06,07,08"
768,768,24Q077,40.699269,-73.901988,0.687,0.22,0.1,0.03,0.76,0.79,0.11,0.93,0.22,0.81,0.9,0.82,0.69,2.34,0,1,0,0,"06,07,08"
769,769,24Q081,40.70385200000001,-73.911939,0.825,0.22,0.06,0.01,0.87,0.89,0.05,0.96,0.09,0.86,0.88,0.91,0.81,2.585,1,0,0,0,"0K,01,02,03,04,05"
770,770,24Q087,40.711906,-73.871298,0.5,0.08,0.03,0.01,0.5,0.51,0.46,0.92,0.33,0.9,0.71,0.88,0.84,2.71,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
771,771,24Q088,40.7041,-73.89641,0.607,0.16,0.06,0.02,0.52,0.54,0.4,0.94,0.21,0.89,0.93,0.94,0.84,2.635,0,0,0,0,"PK,0K,01,02,03,04,05"
772,772,24Q089,40.745942,-73.879623,0.708,0.41,0.21,0.0,0.77,0.77,0.01,0.96,0.06,0.84,0.82,0.87,0.79,2.805,1,0,0,0,"0K,01,02,03,04,05"
773,773,24Q091,40.703478999999994,-73.883974,0.555,0.1,0.04,0.03,0.49,0.52,0.44,0.93,0.22,0.94,0.9,0.9,0.83,2.65,0,1,0,0,"0K,01,02,03,04,05"
774,774,24Q093,40.705855,-73.902827,0.675,0.15,0.1,0.01,0.71,0.72,0.17,0.95,0.16,0.84,0.81,0.84,0.71,2.565,0,1,0,0,"06,07,08"
775,775,24Q102,40.73342,-73.87775,0.535,0.13,0.6,0.03,0.33,0.36,0.03,0.96,0.13,0.91,0.89,0.94,0.8,2.915,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
776,776,24Q113,40.705242999999996,-73.861935,0.263,0.04,0.05,0.01,0.4,0.41,0.52,0.96,0.09,0.94,0.93,0.92,0.8,3.01,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
777,777,24Q119,40.705197999999996,-73.875033,0.436,0.04,0.25,0.01,0.3,0.32,0.42,0.95,0.13,0.89,0.87,0.84,0.75,3.255,1,0,0,0,"06,07,08"
778,778,24Q125,40.741091,-73.918649,0.615,0.15,0.4,0.01,0.53,0.54,0.05,0.96,0.1,0.9,0.91,0.88,0.73,2.805,1,0,0,0,"06,07,08"
779,779,24Q128,40.715009,-73.886225,0.18,0.04,0.03,0.01,0.2,0.21,0.76,0.96,0.04,0.94,0.9,0.86,0.86,3.155,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
780,780,24Q143,40.755182,-73.855476,0.815,0.48,0.05,0.02,0.93,0.94,0.01,0.95,0.15,0.83,0.77,0.87,0.81,2.29,0,1,0,0,"0K,01,02,03,04,05"
781,781,24Q153,40.716288,-73.90446700000003,0.494,0.1,0.07,0.01,0.45,0.46,0.46,0.95,0.14,0.91,0.92,0.93,0.83,3.0,1,0,0,0,"PK,0K,01,02,03,04,05,06"
782,782,24Q199,40.739982,-73.926377,0.648,0.37,0.32,0.01,0.59,0.6,0.07,0.95,0.12,0.85,0.84,0.92,0.78,2.705,0,1,0,0,"0K,01,02,03,04,05"
783,783,24Q229,40.734493,-73.897209,0.49,0.08,0.35,0.02,0.39,0.41,0.23,0.96,0.1,0.87,0.93,0.95,0.82,3.085,1,0,0,0,"0K,01,02,03,04,05"
784,784,24Q239,40.69943,-73.90383299999998,0.7959999999999999,0.27,0.13,0.02,0.75,0.78,0.09,0.94,0.19,0.83,0.86,0.87,0.79,2.45,0,1,0,0,"PK,0K,01,02,03,04,05"
785,785,24Q290,40.712656,-73.90818399999998,0.48700000000000004,0.08,0.2,0.03,0.47,0.5,0.27,0.95,0.11,0.9,0.88,0.94,0.83,3.085,0,1,0,0,"0K,01,02,03,04,05"
786,786,24Q307,40.749323,-73.865657,0.787,0.4,0.03,0.01,0.94,0.96,0.01,0.97,0.04,0.89,0.86,0.93,0.83,2.515,0,1,0,0,"PK,0K,01,02,03,04,05"
787,787,24Q311,40.743204,-73.871482,0.7859999999999999,0.18,0.04,0.01,0.94,0.95,0.01,0.98,0.01,0.98,0.98,0.89,0.8,2.505,0,1,0,0,"06,07,08"
788,788,24Q330,40.757821,-73.859123,0.785,0.27,0.09,0.02,0.87,0.89,0.01,0.95,0.12,0.89,0.87,0.92,0.82,2.46,0,1,0,0,"0K,01,02,03,04,05"
789,789,24Q560,40.742708,-73.936328,0.513,0.04,0.22,0.05,0.61,0.65,0.12,0.96,0.04,0.91,0.9,0.87,0.68,3.245,1,0,0,0,"07,08,09,10,11,12"
790,790,24Q877,40.737207,-73.887005,0.636,0.27,0.6,0.01,0.38,0.39,0.02,0.98,0.03,0.91,0.91,0.97,0.76,3.045,1,0,0,0,"04,05"
791,791,25Q020,40.75836500000001,-73.824407,0.679,0.31,0.75,0.03,0.19,0.23,0.01,0.97,0.07,0.89,0.89,0.91,0.81,2.97,0,1,0,0,"PK,0K,01,02,03,04,05"
792,792,25Q021,40.774167999999996,-73.818543,0.48100000000000004,0.19,0.62,0.01,0.29,0.3,0.07,0.96,0.08,0.9,0.94,0.94,0.82,3.12,1,0,0,0,"PK,0K,01,02,03,04,05"
793,793,25Q022,40.761748,-73.811379,0.606,0.45,0.6,0.0,0.36,0.36,0.03,0.97,0.09,0.93,0.91,0.94,0.84,3.085,1,0,0,0,"PK,0K,01,02,03,04,05"
794,794,25Q024,40.751762,-73.81778,0.544,0.4,0.85,0.03,0.1,0.13,0.01,0.97,0.07,0.89,0.87,0.93,0.82,3.12,1,0,0,0,"PK,0K,01,02,03,04,05"
795,795,25Q025,40.765017,-73.789689,0.336,0.1,0.5,0.01,0.24,0.25,0.24,0.97,0.06,0.87,0.85,0.85,0.69,3.09,0,1,0,0,"06,07,08"
796,796,25Q029,40.777986999999996,-73.842975,0.581,0.26,0.29,0.02,0.57,0.59,0.12,0.95,0.16,0.95,0.92,0.97,0.82,2.68,0,1,0,0,"PK,0K,01,02,03,04,05"
797,797,25Q032,40.76501,-73.79431899999999,0.41100000000000003,0.13,0.66,0.01,0.19,0.2,0.12,0.97,0.07,0.94,0.97,0.95,0.88,3.33,0,1,0,0,"PK,0K,01,02,03,04,05"
798,798,25Q079,40.78595900000001,-73.817349,0.26899999999999996,0.07,0.44,0.01,0.2,0.21,0.33,0.96,0.09,0.96,0.97,0.99,0.85,3.2,0,1,0,0,"PK,0K,01,02,03,04,05"
799,799,25Q107,40.755444,-73.799406,0.426,0.2,0.51,0.01,0.32,0.34,0.14,0.96,0.12,0.82,0.8,0.91,0.85,2.935,0,1,0,0,"PK,0K,01,02,03,04,05"
800,800,25Q120,40.745218,-73.828746,0.606,0.39,0.83,0.01,0.15,0.15,0.02,0.97,0.08,0.91,0.83,0.93,0.76,2.99,1,0,0,0,"PK,0K,01,02,03,04,05"
801,801,25Q129,40.789929,-73.839501,0.45399999999999996,0.14,0.31,0.02,0.51,0.52,0.15,0.94,0.16,0.94,0.97,0.97,0.85,3.125,1,0,0,0,"PK,0K,01,02,03,04,05"
802,802,25Q154,40.726437,-73.807592,0.5489999999999999,0.24,0.55,0.08,0.23,0.3,0.13,0.95,0.12,0.96,0.91,0.96,0.83,2.78,0,0,0,0,"PK,0K,01,02,03,04,05"
803,803,25Q163,40.741093,-73.808757,0.478,0.45,0.79,0.03,0.15,0.18,0.02,0.97,0.07,0.94,0.95,0.95,0.81,3.1100000000000003,0,1,0,0,"PK,0K,01,02,03,04,05"
804,804,25Q164,40.721159,-73.823164,0.415,0.1,0.29,0.06,0.26,0.32,0.38,0.95,0.1,0.89,0.88,0.83,0.79,3.095,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
805,805,25Q165,40.729597,-73.817716,0.537,0.1,0.55,0.12,0.19,0.31,0.12,0.95,0.14,0.9,0.8,0.92,0.82,2.945,0,1,0,0,"PK,0K,01,02,03,04,05"
806,806,25Q169,40.782346000000004,-73.77844,0.21899999999999997,0.04,0.34,0.04,0.2,0.25,0.4,0.95,0.09,0.97,0.98,0.95,0.88,3.01,0,1,0,0,"PK,0K,01,02,03,04,05"
